Question_ID,Questions,Jawaban
4134858,Bagaimana saya bisa mengatasi kesedihan?,"Sementara banyak orang memikirkan kesedihan dalam hal kehilangan seseorang atau hewan peliharaan, kesedihan dapat muncul setiap kali Anda kehilangan sesuatu yang penting. Ini termasuk:
 Kehilangan keamanan, seperti kehilangan pekerjaan atau bertanya -tanya berapa lama Anda dapat membayar sewa
 Kehilangan stabilitas atau rutinitas, seperti menemukan diri Anda bekerja dari rumah atau menavigasi penutupan pengasuhan anak
 Kehilangan rasa aman Anda, seperti takut Anda atau seseorang yang Anda cintai mungkin berakhir dengan Covid-19
 Kehilangan hubungan sosial Anda, seperti kehilangan waktu dengan keluarga dan teman sekarang karena setiap orang harus berlatih menjauhkan fisik atau isolasi diri
 Kehilangan harapan untuk masa depan, seperti perasaan bahwa hidup tidak akan pernah kembali normal
 Kehilangan tujuan penting, seperti menemukan kelas, kompetisi olahraga, atau pertunjukan Anda dibatalkan untuk masa mendatang
 Kehilangan perayaan tonggak penting seperti upacara kelulusan dan pernikahan
 Kesedihan memunculkan perasaan yang rumit. Anda mungkin merasa sedih, marah, frustrasi, takut, atau putus asa. Anda mungkin mengalami kesulitan makan atau tidur, atau merasa sangat tegang. Anda mungkin merasa kewalahan dan lelah. Anda mungkin bertanya -tanya apakah hidup akan terasa normal lagi.
 Semua orang berduka dengan cara mereka sendiri dan waktu mereka sendiri. Berikut adalah beberapa strategi untuk dicoba saat Anda menavigasi perjalanan Anda sendiri.
 Mengakui dan mengekspresikan perasaan Anda dengan cara yang sehat. Berikan nama Anda nama dan temukan cara sehat untuk mengekspresikannya, seperti dengan berbicara dengan teman, menulis di jurnal, atau membuat seni.
 Beri diri Anda waktu sebanyak yang Anda butuhkan. Kesedihan mengikuti jadwalnya sendiri. Beri diri Anda izin untuk menggunakan waktu ini untuk mengurus kesejahteraan Anda. Lepaskan harapan, tugas, atau kewajiban lain yang bisa menunggu.
 Mencari dukungan. Kesedihan bisa terasa sangat terisolasi, meskipun banyak orang mengalami semacam kerugian saat ini. Jangkau teman atau keluarga dan bagikan perasaan Anda. Cari cara untuk membantu dan mendukung satu sama lain.
 Jaga dirimu. Mengabaikan kesehatan dan kesejahteraan dapat membuat pengalaman sulit terasa lebih buruk. Makan sebaik mungkin, cobalah untuk tidur cukup, habiskan waktu di luar jika aman bagi Anda untuk melakukannya, dan berolahraga secara teratur. Pikirkan tentang kegiatan perawatan diri atau strategi yang telah membantu Anda mengatasi situasi yang menantang di masa lalu dan meluangkan waktu untuk kegiatan tersebut.
 Ketahuilah bahwa perasaan kesedihan akan berlalu. Kesedihan mungkin terasa kuat pada waktu -waktu tertentu, tetapi perasaan itu akan menjadi lebih mudah dikelola dari waktu ke waktu dan pada akhirnya akan berlalu.
 Terhubung dengan profesional kesehatan mental jika Anda mengalami kesulitan. Jika Anda mengalami kesulitan menjalani hari itu, mengatasi dengan cara yang tidak sehat, atau mengalami kesulitan mengelola pikiran atau perasaan yang sulit, itu ide yang baik untuk mencari bantuan dari seorang profesional seperti psikolog atau penasihat - banyak yang ditawarkan secara online atau janji telepon. Untuk mencari bantuan:
 Untuk semua orang
 BC Psychological Association: Temukan psikolog terdaftar di www.psychologists.bc.ca/find_psychologist
 BC Association of Clinical Counselors: Temukan penasihat klinis terdaftar di BC-counsellors.org
 BC Line Dukungan Kesehatan Mental: Hubungi 310-6789 (tidak ada kode area) untuk belajar tentang layanan di daerah Anda atau hanya untuk berbicara dengan seseorang sekarang
 Untuk kaum muda
 Telepon Bantuan Anak: Bicaralah dengan seorang penasihat di 1-800-668-6868 atau mengobrol di kidshelpphone.ca (tersedia 24/7)
 Pengecoran: Hubungi kantor pengecoran setempat Anda di foundrybc.ca untuk foundy virtual dan informasi tentang sumber daya lokal (untuk remaja usia 12-24)
 Youth in BC: mengobrol dengan responden garis krisis di youthinbc.com (tersedia setiap hari mulai siang - 1:00 pagi)
 Ketidaknyamanan yang Anda rasakan adalah kesedihan di Harvard Business Review di hbr.org/2020/03/that-discomfort-youre-feeling-is-grief
 Berduka dari Asosiasi Kesehatan Mental Kanada di CMHA.ca/Documents/Grieving
 Mengatasi kesedihan dan kehilangan dari pikiran Anda di mindyourmind.ca/wellness/coping-grief-and-ands"
9676742,"Bagaimana saya bisa menemukan dokter, psikiater, psikolog, atau konselor?","Untuk menemukan dokter keluarga (dokter umum), kunjungi College of Physicians dan Surgeons of BC untuk menggunakan alat Find a Physician mereka. Anda juga dapat menemui dokter keluarga di klinik walk-in lokal, meskipun sangat membantu untuk menemukan dokter biasa jika Anda memiliki kebutuhan perawatan yang berkelanjutan. Anda juga dapat menemukan psikiater melalui College of Physicians and Surgeons of BC. Ketahuilah bahwa Anda hampir selalu membutuhkan rujukan dokter untuk menemui psikiater.
 Anda dapat menemukan psikolog terdaftar melalui BC Psychological Association dan College of Psychologists of BC.
 Untuk menemukan konselor klinis, kunjungi Asosiasi Konselor Klinis BC.
 Untuk lebih lanjut tentang perbedaan antara penyedia layanan ini, lihat artikel jalur yang benar untuk Anda: Menemukan jalan ke dan melalui layanan di BC dari Finding the Right Help - menavigasi sistem Sistem Visions Journal."
2612846,Bagaimana cara menemui psikiater?,"Seorang psikiater adalah dokter spesialis. Di BC, Anda perlu meminta rujukan kepada dokter Anda. Jika Anda tidak menemui dokter keluarga biasa, Anda dapat meminta dokter di klinik walk-in untuk rujukan.
 Dalam beberapa kasus, Anda mungkin dapat ""merujuk diri"" atau membuat janji dengan program kesehatan mental sendiri, tetapi itu mungkin tidak membuat Anda mengakses psikiater. Hubungi pusat kesehatan mental setempat Anda untuk melihat apa yang tersedia di daerah Anda. Anda dapat mencari pusat kesehatan mental di www.gov.bc.ca/mentalhealth. Jika Anda memerlukan bantuan menemukan pusat kesehatan mental lokal Anda, hubungi HealthLinkBC di 811 atau kunjungi www.healthlinkbc.ca dan gunakan alat layanan kesehatan."
3166337,Bagaimana saya bisa menemui psikolog?,"Untuk menemukan psikolog terdaftar, kunjungi BC Psychological Association. Anda dapat membuat janji sendiri. Anda tidak perlu rujukan dokter untuk menemui psikolog.
 Psikolog terdaftar biasanya tidak ditanggung oleh MSP, jadi Anda harus membayar sendiri biaya janji temu. Program bantuan kesehatan yang diperpanjang di tempat kerja atau program bantuan karyawan (keluarga) dapat mencakup beberapa biaya. Beberapa psikolog menawarkan skala geser berdasarkan penghasilan Anda. Jika Anda menghadapi kesulitan keuangan, Anda dapat bertanya kapan Anda membuat janji temu.
 Jika Anda ingin mempelajari lebih lanjut tentang opsi berbiaya rendah untuk mengakses konseling (meskipun tidak biasanya oleh psikolog terdaftar), email kami dengan lokasi Anda dan informasi dan tim referensi kami dapat melihat opsi apa yang mungkin ada di komunitas Anda.
 Jika Anda melihat seorang psikolog terdaftar melalui pusat kesehatan mental publik seperti tim kesehatan mental atau program psikiatri rawat jalan, itu masih akan dicakup oleh MSP. Bicaralah dengan penyedia perawatan Anda jika Anda memiliki pertanyaan atau ingin mempelajari lebih lanjut."
7009409,Bagaimana saya bisa menemui konselor?,"Anda dapat menemukan direktori konselor melalui organisasi profesional mereka.
 Konselor Klinis Terdaftar: Kunjungi BC Association of Clinical Counselors
 Konselor Bersertifikat Kanada: Kunjungi Asosiasi Konseling dan Psikoterapi Kanada
 Konselor Profesional Kanada: Kunjungi Asosiasi Konselor Profesional Kanada
 Untuk profesional konseling yang lebih khusus, seperti terapis pernikahan dan keluarga, lihat Federasi Asosiasi untuk Terapis Konseling di British Columbia.
 Anda dapat membuat janji sendiri. Anda tidak perlu rujukan dokter untuk menemui penasihat.
 Konselor biasanya tidak ditanggung oleh MSP, jadi Anda harus membayar sendiri biaya janji temu. Manfaat kesehatan yang diperpanjang di tempat kerja, program bantuan karyawan (keluarga), atau paket asuransi kesehatan swasta dapat membantu menanggung beberapa biaya. Beberapa konselor dapat menawarkan skala geser berdasarkan penghasilan Anda. Jika Anda menghadapi kesulitan keuangan, Anda dapat bertanya kapan Anda membuat janji temu.
 Pelajari lebih lanjut tentang opsi berbiaya rendah untuk mengakses konseling atau email kami dengan lokasi Anda dan tim informasi dan rujukan kami dapat melihat opsi apa yang mungkin ada di komunitas Anda.
 Jika Anda melihat seorang penasihat melalui pusat kesehatan mental publik seperti tim kesehatan mental atau program psikiatri rawat jalan, itu masih akan dicakup oleh MSP. Bicaralah dengan penyedia perawatan Anda jika Anda memiliki pertanyaan atau ingin mempelajari lebih lanjut.
 Anggota masyarakat adat dapat mengakses beberapa layanan konseling secara lokal atau melalui Otoritas Kesehatan Bangsa Pertama. Hubungi band lokal atau pusat persahabatan lokal Anda, atau hubungi Otoritas Kesehatan Bangsa Pertama."
9630578,Bagaimana saya bisa menemukan kelompok pendukung?,"Kelompok pendukung adalah cara bagi orang -orang dengan pengalaman bersama untuk saling membantu dan belajar dari satu sama lain. Ada kelompok pendukung untuk orang -orang dengan pengalaman penyakit mental, kelompok pendukung untuk orang dengan diagnosis khusus, kelompok pendukung untuk anggota keluarga dan teman, dan banyak lagi.
 Kelompok pendukung ditawarkan oleh organisasi masyarakat, penyedia layanan kesehatan mental, sekolah, kampus, dan lembaga pendukung. Berikut adalah beberapa sumber daya umum untuk membantu Anda menemukan kesehatan mental atau penggunaan kelompok dukungan terkait di BC:
 Bicaralah dengan penyedia layanan kesehatan mental Anda. Mereka mungkin dapat membuat rekomendasi.
 Asosiasi Gangguan Mood BC menawarkan jaringan kelompok pendukung sebaya di sekitar provinsi untuk orang-orang yang mengalami penyakit mental seperti gangguan suasana hati atau gangguan stres pasca-trauma. Mereka juga memiliki kelompok untuk keluarga dan teman. Grup drop-in.
 Banyak cabang Asosiasi Kesehatan Mental Kanada menawarkan layanan dukungan, termasuk kelompok pendukung. Jika cabang lokal Anda tidak memiliki program sendiri, mereka dapat merekomendasikan layanan lain di komunitas Anda.
 BC Schizophrenia Society memelihara direktori kelompok pendukung dan acara reguler lainnya untuk anggota keluarga orang dengan penyakit mental.
 Untuk kelompok yang terkait dengan penggunaan alkohol atau narkoba, hubungi Layanan Rujukan Informasi Alkohol dan Narkoba di 1-800-663-1441 atau 604-660-9382 di Daratan Bawah.
 Untuk grup di Daratan Bawah, cari Buku Merah Online.
 Jika Anda berada di sekolah atau di kampus, bicarakan dengan penasihat sekolah atau kantor kesehatan dan kebugaran kampus Anda.
 Untuk dukungan online, lihat beberapa saran di www.heretohelp.bc.ca/discuss. Ini bisa sangat berguna jika Anda tidak memiliki grup di komunitas Anda atau mengalami kesulitan untuk mendapatkan grup secara langsung.
 Untuk mendapatkan manfaat paling banyak dari kelompok pendukung, Anda perlu merasa cukup aman untuk berbagi pengalaman dan pemikiran Anda, dan Anda perlu merasa nyaman mendukung orang lain. Dapat membantu untuk menghubungi fasilitator atau penyelenggara grup sebelumnya untuk melihat apakah grup tertentu mungkin cocok untuk Anda. Kami memiliki daftar periksa untuk membantu Anda mengevaluasi kelompok pendukung - termasuk kapan mungkin saatnya untuk meninggalkannya.
 Terkadang grup tidak bekerja untuk Anda, dan tidak apa -apa. Jika Anda merasa nyaman, Anda dapat mencoba berbicara dengan fasilitator untuk melihat apakah mereka dapat merekomendasikan grup lain yang dapat Anda coba."
1585622,Di mana saya dapat menemukan layanan kesehatan mental anak dan remaja?,"Untuk mencari bantuan untuk anak atau remaja, Anda dapat:
 Dorong anak Anda untuk berbicara dengan seorang guru atau penasihat sekolah
 Bicaralah dengan dokter keluarga atau dokter anak Anda, atau pergi ke klinik walk-in
 Hubungi Kantor Kesehatan Mental Anak & Pemuda setempat di salah satu hari walk-in mereka
 Gunakan Alat Bantuan Kesehatan Mental Kelty untuk menemukan layanan dan penyedia layanan tertentu
 Hubungi Institute of Families for Child dan Remaja Remaja-Tinggal di Residence atau Parent-in-Residence untuk Bimbingan, Informasi, dan Dukungan. Tempat tinggal remaja dan orang tua yang berada di sekitar provinsi. Jika Anda tidak memiliki satu di komunitas Anda, orang tua atau pemuda yang tinggal di Pusat Sumber Daya Kesehatan Mental Kelty dapat membantu Anda melalui telepon atau email
 Kunjungi www.familysmart.ca untuk informasi dan sumber daya tentang kesehatan mental anak dan remaja
 Untuk kaum muda usia 12-24, kunjungi foundrybc.ca untuk melihat apakah ada pusat pengecoran di daerah Anda. Foundry menawarkan perawatan kesehatan mental yang mudah diakses, perawatan kesehatan fisik, layanan sosial, dan dukungan dari satu kantor."
1833460,Di mana lansia dapat memperoleh bantuan untuk masalah kesehatan mental?,"Masalah kesehatan mental adalah masalah serius pada usia berapa pun, dan semua orang layak mendapatkan bantuan dan dukungan. Jika Anda khawatir tentang kesehatan mental Anda, Anda dapat:
 Bicaralah dengan dokter keluarga Anda atau pergi ke klinik walk-in
 Hubungi Jalur Dukungan Kesehatan Mental di 310-6789 (tidak ada kode area) untuk informasi tentang layanan di daerah Anda
 Temukan pusat atau program kesehatan mental lokal Anda di www.gov.bc.ca/mentalhealth (Anda mungkin memerlukan rujukan dokter untuk mengakses beberapa program)
 Temukan Cabang Asosiasi Kesehatan Mental Lokal Anda di www.cmha.bc.ca dan minta informasi tentang layanan lokal
 Hubungi organisasi dukungan atau kelompok senior lokal dan minta nasihat. Anda dapat mencari organisasi di www.bc211.ca
 Untuk informasi umum tentang kesehatan mental senior:
 Temukan sumber daya dari Koalisi Kanada untuk Kesehatan Mental Lansia di www.ccsmh.ca
 Temukan lembar info di seri senior dan depresi di www.heretohelp.bc.ca/factsheet/seniors-and-series-series
 Jika Anda khawatir tentang orang yang dicintai:
 Jujurlah tentang kekhawatiran Anda, seperti perubahan yang Anda perhatikan atau masalah yang muncul
 Beri orang yang Anda cintai kesempatan untuk berbicara tentang perspektif mereka. Mereka mungkin memiliki masalah yang berbeda atau memiliki prioritas yang berbeda dalam perawatan kesehatan mereka
 Bersabarlah - mungkin akan membutuhkan lebih dari satu percakapan
 Bilamana memungkinkan, bertujuan untuk kerja sama. Fokus pada menemukan tindakan atau solusi yang dapat disetujui semua orang
 Ingatlah bahwa meminta bantuan itu sulit bagi banyak dari kita, dan itu bisa lebih sulit ketika peran dan kemampuan orang berubah. Jika orang yang Anda cintai tidak mau membicarakan pengalaman mereka dengan Anda segera, tawarkan alternatif seperti BC Mental Health Support Line (310-6789-tidak ada kode area yang diperlukan), garis Distress Senior (604-872-1234) atau atau Organisasi Dukungan Senior Lokal (Cari Organisasi di www.bc211.ca)
 Cari dukungan untuk mengelola harapan Anda dan kesejahteraan Anda sendiri. Sangat menegangkan melihat orang yang dicintai mengalami masalah kesehatan. Tetapi orang dewasa yang dapat merawat diri sendiri dan tidak berisiko bahaya bebas untuk membuat pilihan sendiri - dan itu termasuk bantuan menolak"
6981545,Di mana saya dapat menemukan materi bantuan mandiri untuk depresi?,"Sumber daya swadaya bukan pengganti diagnosis atau perawatan. Jika Anda memiliki kekhawatiran tentang suasana hati yang rendah, yang terbaik adalah berbicara dengan dokter Anda terlebih dahulu dan mengesampingkan penyebab fisik untuk gejala Anda. Namun, begitu Anda memeriksa dengan dokter Anda, materi swadaya dapat menjadi cara yang bagus untuk mempelajari lebih lanjut tentang depresi dan mempraktikkan keterampilan yang berbeda dengan kecepatan Anda sendiri atau di sela-sela sesi perawatan. Berikut adalah beberapa sumber daya untuk check out.
 Buku kerja keterampilan antidepresan diciptakan oleh dua psikolog SM. Anda akan belajar lebih banyak tentang depresi, belajar dan mempraktikkan keterampilan yang berbeda untuk membantu meningkatkan suasana hati Anda, dan belajar seberapa sehat perubahan di bagian lain kehidupan Anda dapat memengaruhi suasana hati Anda. Mereka juga memiliki buku kerja serupa untuk grup tertentu:
 Berurusan dengan Depresi: Keterampilan Antidepresan untuk Remaja
 Buku kerja untuk orang yang mengalami masalah dengan depresi di tempat kerja yang disebut keterampilan antidepresan di tempat kerja: menangani masalah suasana hati di tempat kerja
 Buku kerja untuk mengharapkan atau ibu baru yang disebut mengelola depresi: sumber daya keterampilan swadaya untuk wanita yang hidup dengan depresi selama kehamilan, setelah melampaui dan seterusnya
 Buku kerja untuk orang yang mengalami masalah kesehatan yang disebut coping positif dengan kondisi kesehatan: buku kerja perawatan diri
 Di situs Heretohelp, Seri Depresi Pengelola kami menawarkan tiga lembar info: berurusan dengan diagnosis depresi, bekerja dengan dokter Anda untuk depresi, dan mencegah kekambuhan depresi. Serial ini membantu Anda menjadi mitra aktif dalam perawatan kesehatan Anda, membangun keterampilan koping yang sehat dan strategi manajemen diri, dan banyak lagi.
 Seringkali depresi dapat memengaruhi konsentrasi dan motivasi Anda untuk bekerja melalui materi swadaya sendiri. Jika Anda menyukai materi swadaya dengan sedikit dukungan ekstra dari seseorang, bangkit kembali: Rebut kembali kesehatan Anda adalah program swadaya berpemandu untuk British Columbian yang mengalami depresi ringan hingga sedang, suasana hati, stres, atau kecemasan yang rendah. Anda bisa mendapatkan DVD tips untuk membantu Anda mengenali dan mengelola gejala depresi, atau Anda dapat mempelajari lebih banyak keterampilan mendalam dalam serangkaian buku kerja yang Anda selesaikan di rumah. Anda juga bekerja dengan pelatih terlatih dari Asosiasi Kesehatan Mental Kanada yang akan menawarkan dukungan dan saran melalui konferensi telepon atau video. Bounce Back gratis dengan rujukan dokter. Untuk informasi lebih lanjut, kunjungi www.bouncingbackbc.ca (jika Anda ingin mengakses materi bouncing kembali tanpa pelatih atau rujukan, Anda dapat melakukannya secara online di BC di www.bouncebackonline.ca).
 Asosiasi Gangguan Suasana hati BC memiliki sejumlah video tentang kesehatan mental, mencari bantuan, dan topik lainnya
 Pusat Sumber Daya Kesehatan Mental Kelty juga memelihara daftar situs web, toolkit, buku, dan sumber daya lainnya yang komprehensif untuk kaum muda dan keluarga
 Kepala -jepit menawarkan tips dan strategi untuk strategi hidup sehat untuk pria yang mengalami depresi
 Program kesehatan mental reproduksi BC dari layanan kesehatan mental BC dan penggunaan narkoba memiliki panduan manajemen diri untuk wanita yang mengalami depresi pascapersalinan yang disebut mengatasi depresi pada kehamilan dan setelah kelahiran. Mereka juga memiliki panduan untuk wanita Aborigin dan keluarga mereka yang disebut merayakan lingkaran kehidupan: kembali ke keseimbangan dan harmoni
 Sumber daya berikut didasarkan di luar BC, tetapi mereka menawarkan banyak informasi yang baik.
 Program Pelatihan MoodGyM adalah kursus swadaya berbasis web untuk orang yang mengalami depresi. Ini berbasis di Australia tetapi tersedia secara gratis untuk siapa saja
 MoodJuice adalah inisiatif Inggris yang menawarkan buku kerja swadaya, termasuk satu untuk depresi
 Ada banyak buku dan buku kerja yang tersedia untuk membantu orang yang mengalami depresi. Bicaralah dengan tim perawatan kesehatan mental Anda untuk rekomendasi. Anda dapat menemukan banyak dari toko buku lokal atau toko buku khusus yang berspesialisasi dalam kesehatan mental seperti buku -buku Odin di Vancouver (Anda juga dapat memesan secara online). Di British Columbia, Anda juga dapat meminjam buku secara gratis dari dukungan keluarga dan pusat sumber daya di rumah sakit anak -anak dan wanita. Mereka memiliki banyak swadaya dan materi referensi tentang depresi untuk wanita dan pasangan mereka, untuk orang tua, dan untuk anak-anak dan remaja."
2115228,Di mana saya dapat menemukan materi bantuan mandiri untuk mengatasi kecemasan?,"Sumber daya swadaya bukan pengganti diagnosis atau perawatan. Jika Anda memiliki kekhawatiran tentang suasana hati yang rendah, yang terbaik adalah berbicara dengan dokter Anda terlebih dahulu dan mengesampingkan penyebab fisik untuk gejala Anda. Namun, begitu Anda memeriksa dengan dokter Anda, materi swadaya bisa menjadi cara yang bagus untuk mempelajari lebih lanjut tentang kecemasan dan mempraktikkan keterampilan yang berbeda dengan kecepatan Anda sendiri atau di sela-sela sesi perawatan. Berikut adalah beberapa sumber daya untuk check out:
 Anxiety Canada memiliki sumber daya swadaya, toolkit, lembar kerja, dan video tentang gangguan kecemasan dan kecemasan untuk anak-anak dan orang tua mereka, remaja, orang dewasa, mengharapkan dan ibu baru di www.anxietycanada.com. Aplikasi Mindshift mereka mengajarkan keterampilan untuk membantu pengguna mengelola kecemasan, bersantai, dan hidup dengan baik. Meskipun dirancang untuk remaja dan dewasa muda, orang dewasa lain juga dapat memperoleh manfaat darinya.
 Pusat Sumber Daya Kesehatan Mental Kelty memiliki daftar situs web, toolkit, buku, dan sumber daya lainnya yang direkomendasikan untuk anak -anak dan untuk remaja.
 Program kesehatan mental reproduksi BC dari layanan kesehatan mental dan penggunaan narkoba memiliki panduan manajemen diri untuk wanita yang mengalami kecemasan selama dan setelah lahir yang disebut mengatasi kecemasan selama kehamilan dan setelah kelahiran.
 MoodJuice adalah program Inggris yang menawarkan swadaya dan informasi tentang sejumlah masalah kesehatan mental, termasuk panduan swadaya kecemasan mereka. Jika Anda ingin bantuan untuk gangguan kecemasan tertentu, kunjungi www.moodjuice.scot.nhs.uk untuk mencari panduan lain.
 Ada banyak buku dan buku kerja yang tersedia untuk membantu orang yang mengalami masalah kecemasan. Bicaralah dengan kesehatan mental Anda. Bicaralah dengan tim perawatan kesehatan mental Anda untuk rekomendasi. Ada toko buku yang berspesialisasi dalam kesehatan mental dan bahan kesejahteraan, seperti buku Odin di Vancouver. Di British Columbia, Anda juga dapat meminjam buku secara gratis dari dukungan keluarga dan pusat sumber daya di rumah sakit anak -anak dan wanita. Mereka memiliki banyak swadaya dan materi referensi tentang depresi untuk wanita dan pasangan mereka, untuk orang tua, dan untuk anak-anak dan remaja.
 Jika Anda menyukai materi swadaya dengan sedikit dukungan ekstra dari seseorang, bangkit kembali: Reklamasi kesehatan Anda adalah program swadaya berpemandu untuk British Columbian yang mengalami suasana hati atau kecemasan yang ringan hingga sedang. Anda bisa mendapatkan DVD tips untuk membantu Anda mengenali dan mengelola gejala kecemasan, atau Anda dapat mempelajari lebih banyak keterampilan mendalam dalam serangkaian buku kerja yang Anda selesaikan di rumah. Anda bekerja dengan pelatih terlatih dari Asosiasi Kesehatan Mental Kanada yang akan menawarkan dukungan dan saran melalui konferensi telepon atau video. Bounce Back gratis dengan rujukan dokter. Untuk informasi lebih lanjut, kunjungi www.bouncingbackbc.ca. Jika Anda ingin mengakses materi punggung bouncing tanpa pelatih atau rujukan, Anda dapat melakukannya secara online di BC di www.bouncebackonline.ca."
2009922,Saya mengalami kesulitan mengatasi masalah kesehatan fisik. Di mana saya bisa mendapatkan bantuan?,"Kesehatan fisik dapat memiliki dampak besar pada kesehatan mental! Berikut adalah beberapa sumber daya untuk membantu Anda mengatasi tantangan emosional hidup dengan masalah kesehatan kronis:
 Manajemen diri BC menawarkan program gratis untuk orang dewasa dari segala usia yang mengalami masalah kesehatan fisik atau mental yang sedang berlangsung. Temukan informasi dan strategi untuk membantu mengelola gejala dan mengambil tindakan menuju kehidupan terbaik. Anggota keluarga, teman, dan orang yang dicintai dipersilakan untuk hadir. Program tersedia dalam bahasa selain bahasa Inggris, termasuk Cina dan Punjabi. Di situs web mereka, Anda mempelajari lebih lanjut tentang penelitian manajemen diri dan menemukan lokakarya atau program dukungan berbasis telepon. Kunjungi www.selfmanagementbc.ca atau hubungi bebas pulsa 1-866-902-3767.
 Sekelompok psikolog dan dokter BC telah menciptakan buku kerja yang dipandu sendiri yang disebut positif mengatasi kondisi kesehatan bagi siapa saja yang berurusan dengan masalah kesehatan dan siapa pun yang mendukung orang yang dicintai yang mengalami masalah kesehatan. Buku kerja ini membahas hubungan antara kesehatan fisik dan kesehatan mental, dan mengajarkan Anda keterampilan yang berbeda untuk membantu Anda mengelola masalah dan perasaan yang sulit dengan baik, aktif, dan bekerja pada hubungan yang sehat.
 Bounce Back: Rebut kembali kesehatan Anda adalah program swadaya berpemandu untuk British Columbian yang mengalami depresi ringan hingga sedang, suasana hati atau kecemasan yang rendah. Anda bisa mendapatkan DVD tips untuk membantu Anda mengenali dan mengelola gejala depresi, atau Anda dapat mempelajari lebih banyak keterampilan mendalam dalam serangkaian buku kerja yang Anda selesaikan di rumah. Salah satu buku kerja, merebut kembali kesehatan Anda, berfokus pada hidup dengan kondisi kesehatan kronis. Anda bekerja dengan pelatih terlatih dari Asosiasi Kesehatan Mental Kanada yang akan menawarkan dukungan dan saran melalui konferensi telepon atau video. Bounce Back gratis dengan rujukan dokter. Untuk informasi lebih lanjut, kunjungi www.bouncingbackbc.ca. Jika Anda ingin mengakses materi punggung bouncing tanpa pelatih atau rujukan, Anda dapat melakukannya secara online di BC di www.bouncebackonline.ca.
 Rebut kembali hidup Anda: Dari penyakit, kecacatan, rasa sakit, atau kelelahan adalah buklet dari Asosiasi Kesehatan Mental Kanada yang menawarkan tips dan strategi praktis untuk membantu Anda mengatasi masalah dan kembali ke rutinitas yang biasa Anda lakukan. Buklet ini tersedia untuk dibeli di www.livinglifetothefull.ca. Ini adalah bagian dari program yang disebut Living Living to the Full, sebuah program delapan minggu yang membantu orang membuat perubahan bermanfaat dalam kehidupan mereka. Ini ditawarkan di seluruh provinsi, dan Anda dapat menemukan daftar kursus di situs web juga.
 Banyak organisasi mendukung orang yang mengalami masalah penyakit atau kesehatan tertentu. Organisasi -organisasi ini seringkali dapat membantu orang menemukan layanan dukungan yang tepat atau bahkan mungkin menawarkan kelompok dukungan mereka sendiri. Anda juga dapat meminta rekomendasi tim perawatan kesehatan Anda. Jika Anda tidak dapat menemukan dukungan secara langsung, Anda dapat melihat apakah ada grup dukungan secara online.
 Jika Anda mengalami kesulitan mengatasi dan merasa bahwa Anda memerlukan dukungan satu-satu, seorang terapis atau penasihat dapat menjadi pilihan yang bagus. Anda dapat menemukan informasi lebih lanjut tentang menemukan para profesional ini di www.heretohelp.bc.ca/ask-us/how-can-i-find-a-doctor-psychiatrist-psychologist-or-counsellor."
6167248,Kapan penggunaan narkoba menjadi masalah? Kemana saya bisa mencari bantuan?,"Setiap orang memiliki hubungan yang berbeda dengan zat seperti alkohol dan obat -obatan lain, dan orang menggunakan zat karena alasan yang berbeda. Apa yang bermanfaat bagi sebagian orang dapat menyebabkan masalah bagi orang lain, atau untuk orang yang sama dalam situasi yang berbeda.
 Untuk mempelajari lebih lanjut tentang penggunaan narkoba, periksa memahami penggunaan narkoba: perspektif promosi kesehatan. Untuk lebih lanjut tentang mendukung orang lain, sumber yang berguna adalah membantu orang yang menggunakan zat: perspektif promosi kesehatan.
 Untuk membantu Anda memikirkan hubungan Anda dengan substansi, Anda dan penggunaan narkoba: hal -hal yang harus dipikirkan ... dan cara -cara untuk membuat perubahan adalah buku kerja yang hebat. Seri lain, membuat pilihan yang lebih sehat tentang penggunaan narkoba: tips untuk mengurangi atau berhenti, memiliki banyak tips dan sumber daya yang berguna jika Anda ingin mengubah cara Anda menggunakan alkohol, ganja, obat -obatan, metamfetamin, dan tembakau.
 Jika Anda atau seseorang yang Anda sayangi membutuhkan lebih banyak bantuan, hubungi layanan rujukan informasi alkohol dan narkoba untuk menemukan dukungan di daerah Anda. Untuk mendapatkan bantuan di mana saja di SM, hubungi 1-800-663-1441. Di Greater Vancouver, hubungi 604-660-9382.
 Untuk mempelajari lebih lanjut tentang penggunaan narkoba, kunjungi Pusat Penelitian Kecanduan BC."
